Designator,Mid X,Mid Y,Rotation,Layer
S1,90.17,-59.46,0.0,top
S2,90.17,-78.51,0.0,top
S3,90.17,-97.56,0.0,top
S4,90.17,-116.61,0.0,top
S5,90.17,-135.66,0.0,top
U1,110.315,-60.06,0.0,top
