Designator,Footprint,Quantity,Value,LCSC Part #
"SW1, SW2, SW3, SW4, SW5, SW6, SW7, SW8, SW9",SW_Cherry_MX_1.00u_PCB,9,SW_Push,
U1,XIAO-SAMD21-RP2040-14P-2.54-21X17.8MM (Seeeduino XIAO),1,Seeed Studio XIAO SAMD21,
