Designator,Footprint,Quantity,Value,LCSC Part #
"D1, D2, D3, D4, D5, D6, D7, D8, D9",D_DO-35_SOD27_P7.62mm_Horizontal,9,D,
"D10, D11, D12, D13, D14, D15, D16, D17, D18",SK6812MINI-E,9,SK6812MINI,
"SW1, SW2, SW3, SW4, SW5, SW6, SW7, SW8, SW9",Kailh PG1353 Solderable 1U,9,SW_Push,
U1,MOUDLE14P-SMD-2.54-21X17.8MM,1,MOUDLE-SEEEDUINO-XIAO,
