"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"S6,S5,S4,S9,S7,S2,S1,S8,S3";"MX_PCB_1.00u";9;"Keyswitch";;;
2;"U1";"Seeed_XIAO_RP2040";1;"MCU_Seeed_XIAO_RP2040";;;
3;"D7,D1,D5,D9,D8,D3,D6,D4,D2";"Diode_DO-35";9;"Diode";;;
