"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"SW3,SW8,SW4,SW6,SW2,SW1,SW5,SW7";"SW_Cherry_MX_1.00u_PCB";8;"SW_Push";;;
2;"D8,D4,D1,D7,D2,D3,D6,D5";"D_DO-35_SOD27_P7.62mm_Horizontal";8;"1N4148";;;
3;"SW9";"RotaryEncoder_Alps_EC11E-Switch_Vertical_H20mm_CircularMountingHoles";1;"RotaryEncoder_Switch";;;
4;"U1";"XIAO-RP2040-DIP";1;"Seeed Studio XIAO SAMD21";;;
5;"J1";"oled screen 128x32";1;"OLED_screen_-_128x32";;;
