Designator,Mid X,Mid Y,Rotation,Layer
D1,174.64,-120.5,270.0,top
D2,121.37,-89.31,270.0,top
D3,178.37,-88.81,270.0,top
D4,155.64,-120.19,270.0,top
D5,136.64,-120.69,270.0,top
D6,117.64,-120.69,270.0,top
J1,150.37,-103.0,180.0,top
SW1,178.5,-135.0,0.0,top
SW4,118.5,-105.75,90.0,top
SW5,159.45,-135.0,0.0,top
SW6,140.4,-135.0,0.0,top
SW7,121.35,-135.0,0.0,top
SW8,180.87,-105.75,90.0,top
U1,150.72475,-83.712015,0.0,top
