"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"SW4,SW6,SW3,SW1,SW2,SW7";"1U-Switch";6;"SW_Push_45deg";;;
2;"SW5";"RotaryEncoder_Alps_EC11E-Switch_Vertical_H20mm";1;"RotaryEncoder_Switch";;;
3;"D2,D6,D8,D9,D7,D5,D1";"Diode_DO-35";7;"D";;;
4;"U1";"XIAO";1;"MOUDLE-SEEEDUINO-XIAO";;;
5;"U2";"SSD1306-0.91-OLED-4pin-128x32";1;"DM-OLED096-636";;;
