Designator,Footprint,Quantity,Value,LCSC Part #
"D1, D10, D11, D12, D13, D14, D15, D16, D17, D18, D19, D2, D20, D21, D3, D4, D5, D6, D7, D8, D9",Diode_DO-35,21,D,
"SW1, SW10, SW11, SW12, SW13, SW14, SW15, SW16, SW17, SW18, SW19, SW2, SW20, SW21, SW3, SW5, SW6, SW7, SW8, SW9",Hotswap_Choc_V1,20,Switch,
SW4,Hotswap_Choc_V1_1.50u_90deg,1,Switch,
U1,Raspberry_Pi_Pico,1,Raspberry_Pi_Pico,
U3,TRRS_PJ-320A,1,TRRS,
