"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"SW1,SW7,SW3,SW2,SW6,SW8";"SW_Cherry_MX_1.00u_PCB";6;"SW_Push";;;
2;"D4,D2,D3,D1";"LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm";4;"WS2812B";;;
3;"SW9";"RotaryEncoder_Alps_EC11E-Switch_Vertical_H20mm";1;"RotaryEncoder";;;
4;"J1";"128x64OLED";1;"OLED-128x64";;;
5;"U1";"XIAO-Generic-Thruhole-14P-2.54-21X17.8MM";1;"Seeed Studio XIAO SAMD21";;;
