"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"R1,R2";"R_Axial_DIN0204_L3.6mm_D1.6mm_P5.08mm_Horizontal";2;"4.7k";;;
2;"SW2,SW6,SW4,SW3,SW1";"MX_PCB_1.00u";5;"MX";;;
3;"D4,D3,D6,D1,D5,D2";"D_DO-35_SOD27_P7.62mm_Horizontal";6;"1N4148";;;
4;"U1";"Seeed_XIAO_RP2040";1;"MCU_Seeed_XIAO_RP2040";;;
5;"SW7";"Encoder_EC11_MX";1;"RotaryEncoder_Switch";;;
6;"J1";"Adafruit_SSD1306";1;"0.96" OLED Display";;;
