"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"D7,D6,D1,D2,D3,D9,D12,D10,D4,D5,D11,D8";"Diode_DO-35";12;"Diode";;;
2;"J1";"OLED_128x32";1;"OLED_128x32";;;
3;"D18,D20,D15,D14,D13,D22,D19,D21,D24,D17,D23,D16";"LED_SK6812MINI";12;"LED_SK6812MINI";;;
4;"S7,S12,S3,S4,S11,S10,S9,S1,S6,S2,S8,S5";"Kailh-PG1353-Hotswap-1U";12;"Keyswitch";;;
5;"U2";"Seeed_XIAO_RP2040";1;"MCU_Seeed_XIAO_RP2040";;;
